Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
Aquisição e operacionalização de uma plataforma tecnológica para a gestão dos serviços de transporte público flexível no Município de Castelo Branco;Concurso público;Aquisição de serviços;80533000-9 | 72611000-6 | 72262000-9;Suplementar | Suplementar | Principal;Serviços de familiarização e formação para o utilizador de informática | Serviços de assistência técnica informática | Serviços de desenvolvimento de software;3000.0 €  | 1968.0 €  | 20000.0 € ;Município de Castelo Branco (501143530);Between Dialogues Lda (513145796);"24.968,00 €";26-09-2023;21-09-2023;90 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjQzNjg0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de caldeiras a gás natural para aquecimento;Consulta Prévia;Aquisição de bens móveis;44600000-6;Principal;"Tanques, reservatórios e contentores; radiadores e caldeiras para aquecimento central";17200.0 € ;Município de Castelo Branco (501143530);"MHN GLOBAL SERVICES, UNIPESSOAL , LDA (516511076)";"17.200,00 €";26-09-2023;25-09-2023;15 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY2MTk5;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Material de Consumo Hoteleiro para a ULSCB;Consulta Prévia;Aquisição de bens móveis;39200000-4;Principal;Fornecimentos;3864.04 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"Visipapel, Lda. (502020733)";"3.864,04 €";26-09-2023;22-09-2023;164 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjUwNzU1;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Material de Consumo Hoteleiro para a ULSCB;Consulta Prévia;Aquisição de bens móveis;39200000-4;Principal;Fornecimentos;6566.0 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"Ezequiel Panão Jorge, Lda (501412727)";"6.566,00 €";26-09-2023;22-09-2023;164 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjUwNzU1;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Material de Consumo Hoteleiro para a ULSCB;Consulta Prévia;Aquisição de bens móveis;39200000-4;Principal;Fornecimentos;12140.4 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"CSH, COMERCIO SERVIÇO HIGIENE, LDA. (504346091)";"12.140,40 €";26-09-2023;22-09-2023;164 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjUwNzU1;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Assegurar a limpeza das instalações e equipamentos, distribuição de refeições, acompanhamento de componente letiva e/ou de apoio à família em estabelecimentos escolares na EB1 do Salgueiro e Casa da Pastorícia";Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;10455.6 € ;Município do Fundão (506215695);Maria Salomé Borges Moita;"10.455,60 €";26-09-2023;19-09-2023;366 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Assegurar a limpeza das instalações e equipamentos, distribuição de refeições, acompanhamento de componente letiva e/ou de apoio à família em estabelecimentos escolares no JI de Aldeia de Joanes";Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;10455.6 € ;Município do Fundão (506215695);Marta Salgueiro de Sousa;"10.455,60 €";26-09-2023;19-09-2023;366 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Assegurar a limpeza das instalações e equipamentos, distribuição de refeições, acompanhamento de componente letiva e/ou de apoio à família em estabelecimentos escolares na JI da Soalheira e Póvoa de Atalaia";Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;10455.6 € ;Município do Fundão (506215695);Ana Filipa de Melo Oliveira;"10.455,60 €";26-09-2023;18-09-2023;366 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Assegurar a limpeza das instalações e equipamentos, distribuição de refeições, acompanhamento de componente letiva e/ou de apoio à família em estabelecimentos escolares no JI de Vale de Prazeres";Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;10455.6 € ;Município do Fundão (506215695);Inês Maria Galante Simões Alves Nobre;"10.455,60 €";26-09-2023;19-09-2023;366 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Assegurar a limpeza das instalações e equipamentos, distribuição de refeições, acompanhamento de componente letiva e/ou de apoio à família em estabelecimentos escolares na EB1 de Alcaide";Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;10455.6 € ;Município do Fundão (506215695);Anabela Brites Ribeiro Oliveira;"10.455,60 €";26-09-2023;18-09-2023;366 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Ajuste Direto para a aquisição de projetores para o campo de futebol da Sertã;Ajuste Direto Regime Geral;Aquisição de bens móveis;31518000-0;Principal;Luzes de sinalização;8970.0 € ;Município da Sertã (506963837);"Shoot happens, imagem e comunicação (510679820)";"8.970,00 €";25-09-2023;01-09-2023;20 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
589/2023;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;1975.68 € ;"Unidade Local de Saúde de Castelo Branco, EPE (509309844)";"Accord Healthcare, Unipessoal Lda (508622263)";"1.975,68 €";25-09-2023;30-08-2023;153 dias;"Portugal, Castelo Branco, Castelo Branco";Artigo 259.º do Código dos Contratos Públicos;;;;;;;6129254;173/2022 - Medicamentos diversos;true;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2476250;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
589/2023;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;2090.35 € ;"Unidade Local de Saúde de Castelo Branco, EPE (509309844)";"NOVARTIS FARMA-PRODUT.FARMACEUTICOS, SA (500063524)";"2.090,35 €";25-09-2023;30-08-2023;153 dias;"Portugal, Castelo Branco, Castelo Branco";Artigo 259.º do Código dos Contratos Públicos;;;;;;;6129254;173/2022 - Medicamentos diversos;true;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2476250;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
589/2023;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;270.0 € ;"Unidade Local de Saúde de Castelo Branco, EPE (509309844)";"MYLAN, LDA. (502248793)";"270,00 €";25-09-2023;30-08-2023;153 dias;"Portugal, Castelo Branco, Castelo Branco";Artigo 259.º do Código dos Contratos Públicos;;;;;;;6129254;173/2022 - Medicamentos diversos;true;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2476250;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
589/2023;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;405.9 € ;"Unidade Local de Saúde de Castelo Branco, EPE (509309844)";GENERIS FARMACEUTICA (505625520);"405,90 €";25-09-2023;30-08-2023;153 dias;"Portugal, Castelo Branco, Castelo Branco";Artigo 259.º do Código dos Contratos Públicos;;;;;;;6129254;173/2022 - Medicamentos diversos;true;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2476250;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviços de inspeção, limpeza e higienização de reservatórios e outros orgãos dos sistemas de abastecimento de água para consumo humano  dos sistemas de abastecimento da advt, por lotes";Concurso público;Aquisição de serviços;90913200-2;Principal;Serviços de limpeza de reservatórios;207449.68 € ;"Águas do Vale do Tejo, S. A. (513606130)";"Redecor-Revestimentos de Proteção e Decoração, SA (500228620)";"207.449,68 €";25-09-2023;21-09-2023;1096 dias;"Portugal, Guarda<BR/>Portugal, Évora<BR/>Portugal, Portalegre<BR/>Portugal, Castelo Branco";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjI4OTUw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviços de inspeção, limpeza e higienização de reservatórios e outros orgãos dos sistemas de abastecimento de água para consumo humano  dos sistemas de abastecimento da advt, por lotes";Concurso público;Aquisição de serviços;90913200-2;Principal;Serviços de limpeza de reservatórios;72912.0 € ;"Águas do Vale do Tejo, S. A. (513606130)";"Redecor-Revestimentos de Proteção e Decoração, SA (500228620)";"72.912,00 €";25-09-2023;21-09-2023;1096 dias;"Portugal, Évora<BR/>Portugal, Portalegre<BR/>Portugal, Castelo Branco<BR/>Portugal, Guarda";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjI4OTUw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviços de inspeção, limpeza e higienização de reservatórios e outros orgãos dos sistemas de abastecimento de água para consumo humano  dos sistemas de abastecimento da advt, por lotes";Concurso público;Aquisição de serviços;90913200-2;Principal;Serviços de limpeza de reservatórios;71976.78 € ;"Águas do Vale do Tejo, S. A. (513606130)";"Redecor-Revestimentos de Proteção e Decoração, SA (500228620)";"71.976,78 €";25-09-2023;18-09-2023;1096 dias;"Portugal, Castelo Branco<BR/>Portugal, Guarda<BR/>Portugal, Portalegre<BR/>Portugal, Évora";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjI4OTUw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Manutenção das aplicações do ERP da AIRC;Ajuste Direto Regime Geral;Aquisição de serviços;72260000-5;Principal;Serviços relacionados com software;15094.0 € ;Município de Penamacor (506192164);AIRC - Associação de Informática da Região Centro (501378669);"15.094,00 €";22-09-2023;03-09-2023;335 dias;"Portugal, Castelo Branco, Penamacor";"Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.anogov.com/cm-penamacor/faces/app/pap/listaDocs.jsp?papId=3752;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Aquisição de serviços para confeção e fornecimento de refeições escolares.;Concurso público;Aquisição de serviços;55523100-3;Principal;Serviços de cantinas escolares;111332.88 € ;Município de Penamacor (506192164);"Uniself - Sociedade de Restaurantes Públicos e Privados, S. A. (501323325)";"111.332,88 €";22-09-2023;01-09-2023;287 dias;"Portugal, Castelo Branco, Penamacor";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.anogov.com/cm-penamacor/faces/app/acessoDocs.jsp?codigoAcesso=3EZv6y4OLNJBfpgi1j7PX4AMiQ7RQvA2xdVFT9WWZ35f51rkUo;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Beneficiação de rede viária florestal para a prevenção e apoio em incêndios rurais;Ajuste Direto Regime Geral;Aquisição de serviços;75251110-4;Principal;Serviços de prevenção de incêndios;19600.0 € ;Município de Penamacor (506192164);"Transportes Campos e Carvalho, Lda. (503956961)";"19.600,00 €";22-09-2023;23-08-2023;731 dias;"Portugal, Castelo Branco, Penamacor";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.anogov.com/cm-penamacor/faces/app/acessoDocs.jsp?codigoAcesso=qAiJklf3jLUU0T8nqyAYmneYGyqN7buEZxXXagcBZrcwzUeizR;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Prestação de serviços de refeições, para o campeonato do mundo de motonautica";Ajuste Direto Regime Geral;Aquisição de serviços;55321000-6;Principal;Serviços de preparação de refeições;3871.68 € ;Município de Vila Velha de Ródão (506642798);"RODAO EMPREENDIMENTOS TURISTICOS, S.A. (516327151)";"3.871,68 €";22-09-2023;22-09-2023;2 dias;"Portugal, Castelo Branco, Vila Velha de Ródão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Ajuste Direto para a prestação de serviços de Assessoria Jurídica 2023-2024, em regime de avença";Ajuste Direto Regime Geral;Aquisição de serviços;79111000-5;Principal;Serviços de assessoria jurídica;18000.0 € ;Município da Sertã (506963837);RSA Raposo Subtil e Associados  (508441390);"18.000,00 €";22-09-2023;04-09-2023;366 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
AQUISIÇÃO DE SERVIÇOS DE CONSULTORIA NO ÂMBITO DO PROJETO DE EFICIÊNCIA ENERGÉTICA DA ILUMINAÇÃO PÚBLICA E DE INSTALAÇÃO DE SISTEMAS DE AUTO CONSUMO DO CONCELHO DA COVILHÃ  PROC.N. 146/2023;Ajuste Direto Regime Geral;Aquisição de serviços;71314300-5;Principal;Serviços de consultoria em matéria de rendimento energético;19900.0 € ;Município da Covilhã (505330768);ENERAREA - Agência Regional de Energia e Ambiente do Interior (505799618);"19.900,00 €";22-09-2023;22-09-2023;180 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2485749;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Consulta Prévia para a Aquisição de plintos para a realização de exposições a serem desenvolvidas pelo Município da Sertã;Consulta Prévia;Aquisição de bens móveis;39000000-2;Principal;"Mobiliário (incl. de escritório), acessórios, aparelhos domésticos (excl. iluminação) e produtos de limpeza";10200.0 € ;Município da Sertã (506963837);Ambienti D'Interni Lda (508369444);"10.200,00 €";22-09-2023;06-09-2023;20 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Ajuste Direto para a Prestação de serviços para a Elaboração do Projeto de Arquitetura e Especialidades da Praia Fluvial da Várzea Pedro Mouro;Ajuste Direto Regime Geral;Aquisição de serviços;71240000-2;Principal;"Serviços de arquitectura, engenharia e planeamento";19950.0 € ;Município da Sertã (506963837);"PERSPETIVAS IMAGINÁRIAS - ARQUITETURA, DESIGN E ENGENHARIA UNIPESSOAL LDA, (515997579)";"19.950,00 €";22-09-2023;19-09-2023;122 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
