Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
Aquisição de serviços de espectáculo de Cláudia Pascoal e Sara Correia;Ajuste Direto Regime Geral;Aquisição de serviços;92312240-5;Principal;Serviços prestados por artistas;12500.0 € ;Município da Covilhã (505330768);"Universal Music Portugal, S.A. (503501999)";"12.500,00 €";29-08-2023;28-08-2023;2 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";true;false;
CPr nº 36/2023 - Aquisição de Serviços de Seguro Escolar para a Universidade da Beira Interior;Consulta Prévia;Aquisição de serviços;66510000-8;Principal;Serviços de seguros;4057.2 € ;Universidade da Beira Interior (502083514);"SABSEG - CORRETOR DE SEGUROS, S.A. (500906181)";"4.057,20 €";28-08-2023;28-08-2023;731 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjYzODAw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CPr nº 36/2023 - Aquisição de Serviços de Seguro Escolar para a Universidade da Beira Interior;Consulta Prévia;Aquisição de serviços;66510000-8;Principal;Serviços de seguros;63800.0 € ;Universidade da Beira Interior (502083514);"Fidelidade - Companhia de Seguros, S.A. (500918880)";"63.800,00 €";28-08-2023;28-08-2023;731 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjYzODAw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Consulta Prévia para o aluguer de stands para a Feira Internacional de Artesanato, Design e outras Artes";Consulta Prévia;Aquisição de serviços;92331000-0;Principal;Serviços de feiras de atracções e de parques de diversões;20015.0 € ;Município da Covilhã (505330768);"EVENTOSERTU, LDA (513237267)";"20.015,00 €";25-08-2023;24-08-2023;4 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;21-09-2023;"20.015,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de Serviços de Plataforma de Denúncias;Consulta Prévia;Aquisição de serviços;72500000-0;Principal;Serviços relacionados com a informática;1662.0 € ;"ADC - Águas da Covilhã, E. M. (507611977)";Informa D&B - (Serviços de Gestão de Empresas) - Sociedade Unipessoal Lda.  (500520658);"1.662,00 €";23-08-2023;22-08-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2444448;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Serviço de Táxi para Transporte de Alunos da Escola Profissional Agrícola Quinta da Lageosa;Consulta Prévia;Aquisição de serviços;60120000-5;Principal;Serviços de táxis;9000.0 € ;Escola Profissional Agrícola Quinta da Lageosa (600031691);"Herculano Reis, Unipessoal, Lda. (500561729)";"9.000,00 €";23-08-2023;22-08-2023;131 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2501253;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Consulta prévia para o fornecimento de plataforma electrónica de gestão de recrutamento DFMA/DIMA_120/2023;Consulta Prévia;Aquisição de serviços;72421000-7;Principal;Serviços de desenvolvimento de aplicações para clientes de Internet ou intranet;10890.0 € ;Município da Covilhã (505330768);WireMaze - Sistemas de Informação S.A. (505331187);"10.890,00 €";18-08-2023;17-08-2023;1096 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2492849;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Prestação de serviços no âmbito da segurança, higiene e saúde no trabalho";Consulta Prévia;Aquisição de serviços;85147000-1;Principal;Serviços de medicina do trabalho;12402.0 € ;"ADC - Águas da Covilhã, E. M. (507611977)";Interprev - Segurança e Saúde no Trabalho SA (507072065);"12.402,00 €";17-08-2023;16-08-2023;1095 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2431943;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de auditoria e revisão de contas para 2023;Ajuste Direto Regime Geral;Aquisição de serviços;79212300-6;Principal;Serviços de revisão legal de contas;7080.0 € ;"Centro de Formação Profissional da Indústria Têxtil, Vestuário, Confecção e Lanifícios (Modatex) (509906478)";"PALM - Pereira, Almeida, Linhares, Monteiro & Associado, SROC, LDA (508359279)";"7.080,00 €";14-08-2023;14-08-2023;135 dias;"Portugal, Porto, Porto<BR/>Portugal, Castelo Branco, Covilhã<BR/>Portugal, Porto, Santo Tirso<BR/>Portugal, Braga, Barcelos<BR/>Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Seguro de Acidentes de Trabalho, ao abrigo do Acordo-Quadro n.º 4/SGMF e artigo 258.º do Código dos Contratos Públicos” – 3.ª fase da 2.ª Edição do EstágiAP XXI";Ao abrigo de acordo-quadro (art.º 258.º);Aquisição de serviços;66510000-8;Principal;Serviços de seguros;68.44 € ;Universidade da Beira Interior (502083514);Lusitania Companhia de Seguros S.A (501689168);"68,44 €";09-08-2023;23-06-2023;274 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 27.º, n.º 1, alínea h) do Código dos Contratos Públicos";Cumprimento integral do contrato;17-07-2023;"68,44 €";;;;5642260;Apólice de seguro de acidentes de trabalho para os estagiários do ESTÁGIAP XXI;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";true;false;
Aquisição de serviços de fornecimento de projeto de execução das obras de requalificação da Escola Básica 2/3 Paúl;Concurso público;Aquisição de serviços;71242000-6;Principal;"Preparação de projecto e concepção, estimativa de custos";35000.0 € ;Município da Covilhã (505330768);"Arcos Combinados - Arquitectura e Engenharia, S.A. (514023708)";"35.000,00 €";08-08-2023;08-08-2023;90 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2386051;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de plataforma eletrónica de contratação publica;Ajuste Direto Regime Geral;Aquisição de serviços;72421000-7;Principal;Serviços de desenvolvimento de aplicações para clientes de Internet ou intranet;7500.0 € ;Município da Covilhã (505330768);"VORTAL - COMÉRCIO ELECTRONICO, CONSULTADORIA E MULTIMEDIA, SA (505141019)";"7.500,00 €";07-08-2023;07-08-2023;1096 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2479859;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviços para a realização de viagem à Quinta da Malafaia, para os idosos do Concelho da Covilhã";Ajuste Direto Regime Geral;Aquisição de serviços;60130000-8;Principal;Serviços de transporte rodoviário de passageiros com finalidade específica;6585.37 € ;Município da Covilhã (505330768);"Vefa Travel - Viagens e Turismo, Unipessoal, Lda (503917125)";"6.585,37 €";07-08-2023;04-08-2023;2 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;26-10-2023;"6.585,37 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 26/2023 - Aquisição de serviços especializados para a elaboração do Plano de Comunicação do projeto Montanha Viva para a Universidade da Beira Interior;Ajuste Direto Regime Geral;Aquisição de serviços;72220000-3;Principal;Serviços de consultoria técnica e em matéria de sistemas;16260.0 € ;Universidade da Beira Interior (502083514);"MJCondessa Consulting, Lda. (509757707)";"16.260,00 €";04-08-2023;03-08-2023;120 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;04-12-2023;"16.260,00 €";;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjQ0NDQ3;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviços de aluguer de equipamentos de som e luz para o evento ""Verão no Centro Histórico""";Ajuste Direto Regime Geral;Aquisição de serviços;92331100-1;Principal;Serviços de feiras de atracções;6750.0 € ;Município da Covilhã (505330768);"RM Audiovisuais Unipessoal, Lda (517028557)";"6.750,00 €";04-08-2023;04-08-2023;4 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;21-09-2023;"6.750,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de Serviços de Cibersegurança ;Ajuste Direto Regime Geral;Aquisição de serviços;72910000-2;Principal;Serviços informáticos de segurança;19440.0 € ;"ADC - Águas da Covilhã, E. M. (507611977)";"Hardsecure, Sociedade Unipessoal Lda. (509877877)";"19.440,00 €";03-08-2023;03-08-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2444839;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"O objeto deste procedimento consiste na contratação de serviços de alojamento no âmbito do XVII Encontro Anual do CSM, que decorrerá na Covilhã, entre os dias 26 e 27 de outubro, e que inclui o dia 25 de outubro para o staff, conforme Especificações Técnicas descritas na Parte II deste Caderno de Encargos";Ajuste Direto Regime Geral;Aquisição de serviços;55110000-4;Principal;Serviços de alojamento em hotéis;8188.0 € ;Conselho Superior da Magistratura (600018466);Rvb- Cont. Civil e Imobiliária Lda. (509043771);"8.188,00 €";02-08-2023;20-07-2023;120 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Aquisição de Serviços de Consultoria;Ajuste Direto Regime Geral;Aquisição de serviços;72224000-1;Principal;Serviços de consultoria em gestão de projectos;6200.0 € ;Escola Secundária Quinta das Palmeiras (600059138);Sinase RH - Recursos Humanos Lda. (502851791);"6.200,00 €";01-08-2023;30-06-2023;214 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2418651;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Fiscalização da Empreitada para Fornecimento e Instalação de Bombas de Calor do tipo Split no âmbito do projeto “BCEM 2.0 – Bombas de Calor em Edifícios Municipais e IPSS”;Ajuste Direto Regime Geral;Aquisição de serviços;71300000-1;Principal;Serviços de engenharia;17000.5 € ;Associação dos Municípios da Cova da Beira (501600396);ENERAREA - Agência Regional de Energia e Ambiente do Interior (505799618);"17.000,50 €";31-07-2023;19-07-2023;366 dias;"Portugal, Castelo Branco, Covilhã<BR/>Portugal, Castelo Branco, Belmonte<BR/>Portugal, Guarda, Almeida<BR/>Portugal, Guarda, Trancoso<BR/>Portugal, Guarda, Fig. Castelo Rodrigo<BR/>Portugal, Guarda, Fornos de Algodres<BR/>Portugal, Castelo Branco, Castelo Branco<BR/>Portugal, Guarda, Sabugal<BR/>Portugal, Castelo Branco, Vila Velha de Ródão<BR/>Portugal, Guarda, Seia<BR/>Portugal, Castelo Branco, Idanha-a-Nova<BR/>Portugal, Castelo Branco, Penamacor<BR/>Portugal, Guarda, Meda<BR/>Portugal, Guarda, Manteigas<BR/>Portugal, Guarda, Gouveia<BR/>Portugal, Guarda, Celorico da Beira<BR/>Portugal, Guarda, Pinhel<BR/>Portugal, Castelo Branco, Fundão<BR/>Portugal, Guarda, Guarda";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Licenciamento de Heliporto do Hospital Pêro de Covilhã;Ajuste Direto Regime Geral;Aquisição de serviços;79000000-4;Principal;"Serviços a empresas: direito, comercialização, consultoria, recrutamento, impressão e segurança";14000.0 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"Só-Ares Project, Consultadoria e Gestão Unip, Lda. (515417700)";"14.000,00 €";28-07-2023;26-06-2023;184 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-12-2023;"14.000,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de Serviços para atualização do Software KARDEX;Ajuste Direto Regime Geral;Aquisição de serviços;72261000-2;Principal;Serviços de assistência em matéria de software;18220.25 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";GRIFOLS PORTUGAL (502041285);"18.220,25 €";28-07-2023;11-07-2023;215 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-12-2023;"18.220,25 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2397257;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 65-23 Aquisição de serviços de vigilância e segurança para os meses de junho e julho de 2023;Ajuste Direto Regime Geral;Aquisição de serviços;79710000-4;Principal;Serviços de segurança;69926.3 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"2045 - Empresa de Segurança, S.A. (502332905)";"69.926,30 €";28-07-2023;07-07-2023;61 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-07-2023;"69.926,30 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2444047;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 66-23 Aquisição de Serviços de Fornecimento de Refeições Confecionadas;Ajuste Direto Regime Geral;Aquisição de serviços;55322000-3;Principal;Serviços de confecção de refeições;117368.66 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"ITAU - Instituto Técnico de Alimentação Humana, S.A. (500142858)";"117.368,66 €";28-07-2023;10-07-2023;30 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-07-2023;"105.454,33 €";;Acerto das refeições ;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2444045;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
